suburb,state,latitude,longitude,assigned_region
Geelong North,VIC,-38.115,144.341,
Grovedale East,VIC,-38.2057,144.3224,
Belmont,VIC,-38.1748,144.3428,
East Geelong,VIC,-38.1557,144.372,
Newcomb,VIC,-38.1662,144.3943,
Thomson,VIC,-38.1698,144.3789,
Geelong,VIC,-38.1471,144.3607,
Bareena,VIC,-38.1543,144.3505,
Newtown,VIC,-38.1539,144.3351,
Staughton Vale,VIC,-37.847,144.2576,
Moolap,VIC,-38.1833,144.4333,
Geelong Mc,VIC,-38.1872,144.229,
Bellarine,VIC,-38.1333,144.6167,
Clifton Springs,VIC,-38.1567,144.5551,
Curlewis,VIC,-38.1765,144.5234,
Drysdale,VIC,-38.1724,144.5699,
Portarlington,VIC,-38.1154,144.6556,
Indented Head,VIC,-38.1431,144.7134,
St Leonards,VIC,-38.1705,144.718,
Leopold,VIC,-38.19,144.4682,
Queenscliff,VIC,-38.2679,144.6619,
Swan Bay,VIC,-37.3177,144.3212,
Point Lonsdale,VIC,-38.2817,144.6105,
Swan Island,VIC,-35.4034,143.6912,
Ocean Grove,VIC,-38.2745,144.4885,
Wirrate,VIC,-36.7704,144.9821,
Wahring,VIC,-36.7167,145.2167,
Goulburn Weir,VIC,-36.7167,145.1833,
Waranga,VIC,-36.6,145.1167,
Cooma,VIC,-36.4167,145.0667,
Wyuna,VIC,-36.1968,145.0589,
Mount Scobie,VIC,-36.2799,145.0898,
Taripta,VIC,-36.2667,145.05,
Stanhope,VIC,-36.4472,144.9827,
Stanhope South,VIC,-36.457,144.9497,
Colliver,VIC,-36.4283,145.5142,
Caniambo,VIC,-36.4761,145.6297,
Shepparton South,VIC,-36.4283,145.5142,
Branditt,VIC,-36.4283,145.5142,
Dunkirk,VIC,-36.4283,145.5142,
Benarch,VIC,-36.4283,145.5142,
Dookie College,VIC,-36.3957,145.7047,
Boxwood,VIC,-36.3167,145.8,
Stewarton,VIC,-36.4333,145.8,
Major Plains,VIC,-36.3667,145.8,
St Kilda Road,VIC,-37.8153,144.9756,
Stony Creek,VIC,-38.5833,146.0333,
Talbot,VIC,-37.1723,143.7017,
Taradale,VIC,-37.15,144.3667,
Glenluce,VIC,-37.1847,144.2473,
Fryerstown,VIC,-37.1333,144.25,
Guildford,VIC,-37.1667,144.1667,
Tarilta,VIC,-37.184,144.1905,
Irishtown,VIC,-37.1462,144.1982,
Woodbrook,VIC,-37.1462,144.1982,
Basalt,VIC,-37.3411,144.1426,
Ailsa,VIC,-36.3333,142.35,
Angip,VIC,-36.1,142.2333,
Rosebery,VIC,-35.8167,142.4167,
Beulah,VIC,-35.9378,142.4222,
Kenmare,VIC,-35.9434,142.2031,
Lake Hindmarsh,VIC,-36.0,141.85,
Kulwin,VIC,-35.0333,142.6167,
Murray-Sunset,VIC,-34.807,141.6426,
Big Desert,VIC,-35.0897,142.0352,
Newport,VIC,-37.8443,144.8848,
Spotswood,VIC,-37.8298,144.8852,
Williamstown,VIC,-37.8635,144.899,
Seaholme,VIC,-37.864,144.845,
Altona,VIC,-37.8696,144.8304,
Altona Gate,VIC,-37.8349,144.8474,
Altona East,VIC,-37.8349,144.8474,
Jung,VIC,-36.6167,142.3667,
Wonwondah South,VIC,-36.9167,142.15,
Brimpaen,VIC,-37.0333,142.2,
Horsham West,VIC,-36.892,142.2564,
Wonwondah East,VIC,-36.8667,142.2667,
Keilor,VIC,-37.7167,144.8333,
Keilor North,VIC,-37.6963,144.8047,
Melbourne Airport,VIC,-37.6743,144.8518,
Broadmeadows,VIC,-37.6802,144.9188,
Greenvale,VIC,-37.6333,144.8667,
Fawkner,VIC,-37.7167,144.9667,
Fawkner North,VIC,-37.7167,144.9667,
Fawkner East,VIC,-37.7167,144.9667,
Campbellfield,VIC,-37.6639,144.9595,
Somerton,VIC,-37.6334,144.9504,
Bulla,VIC,-37.6384,144.8074,
Clarkefield,VIC,-37.4833,144.75,
Norong,VIC,-36.1167,146.4,
Indigo,VIC,-36.0854,146.5682,
Carlyle,VIC,-36.0151,146.4699,
Wahgunyah,VIC,-36.0118,146.3971,
Barnawartha,VIC,-36.1041,146.6761,
Barnawartha North,VIC,-36.1591,146.6667,
Indigo Upper,VIC,-36.2333,146.7833,
Oakleigh South,VIC,-37.9,145.1,
Clarinda,VIC,-37.9407,145.1024,
Dingley Village,VIC,-37.9827,145.1342,
Moorabbin,VIC,-37.9415,145.0578,
Wishart,VIC,-37.9415,145.0578,
Moorabbin East,VIC,-37.9415,145.0578,
Mentone East,VIC,-37.9833,145.0667,
Mentone,VIC,-37.9833,145.0667,
Parkdale,VIC,-37.9919,145.0813,
Waterways,VIC,-38.0148,145.1305,
Aspendale Gardens,VIC,-38.0228,145.118,
Braeside,VIC,-37.9995,145.1163,
Aspendale,VIC,-38.0291,145.1027,
Mordialloc North,VIC,-38.0097,145.1053,
Mordialloc,VIC,-38.0,145.0833,
Bonbeach,VIC,-38.0653,145.1228,
Edithvale,VIC,-38.0372,145.1097,
Chelsea Heights,VIC,-38.0333,145.1333,
Chelsea,VIC,-38.05,145.1167,
Patterson Lakes,VIC,-38.0693,145.1433,
Carrum,VIC,-38.0833,145.1333,
Heatherton,VIC,-37.9552,145.0843,
Wantirna South,VIC,-37.8833,145.2167,
Knox City Centre,VIC,-37.8667,145.2167,
Studfield,VIC,-37.8667,145.2167,
The Basin,VIC,-37.85,145.3167,
Scoresby Bc,VIC,-37.9687,145.1931,
Rowville,VIC,-37.9333,145.2333,
Scoresby,VIC,-37.9,145.2333,
Sassafras Gully,VIC,-37.8667,145.35,
Sassafras,VIC,-37.8667,145.35,
Seymour,VIC,-37.0266,145.1392,
Trafalgar,VIC,-38.2091,146.1535,
Childers,VIC,-38.2993,146.1139,
Morwell East,VIC,-38.3058,146.4106,
Maryvale,VIC,-38.3058,146.4106,
Mid Valley,VIC,-38.3058,146.4106,
Morwell Upper,VIC,-38.3058,146.4106,
Churchill,VIC,-38.3078,146.4137,
Law Courts,VIC,-37.8149,144.9505,
Porcupine Flat,VIC,-36.9215,144.0147,
Neereman,VIC,-36.9215,144.0147,
Maldon,VIC,-36.9957,144.0683,
Laanecoorie,VIC,-36.8167,143.9,
Baringhup West,VIC,-36.9215,144.0147,
Perkins Reef,VIC,-36.9215,144.0147,
Baringhup,VIC,-36.9833,143.9667,
Eastville,VIC,-36.8754,143.9487,
Walmer,VIC,-36.9667,144.15,
Winjallok,VIC,-36.8167,143.2,
York Plains,VIC,-36.6627,143.206,
Redbank,VIC,-36.9333,143.3167,
Dalyenong,VIC,-36.6627,143.206,
Bullabul,VIC,-36.6,143.8833,
Serpentine,VIC,-36.4333,143.9833,
Inglewood,VIC,-36.575,143.8683,
South Kinypanial,VIC,-36.35,143.8,
Nareewillock,VIC,-36.2529,143.4083,
Granite Flat,VIC,-36.2529,143.4083,
Wychitella,VIC,-36.2833,143.6167,
Charlton,VIC,-36.2644,143.349,
Buckrabanyule,VIC,-36.25,143.5167,
Lake Marmal,VIC,-36.132,143.516,
Terrappee,VIC,-36.1578,143.5757,
Yeungroon East,VIC,-36.35,143.4333,
Jeruk,VIC,-36.014,143.4261,
Glenloth East,VIC,-36.0322,143.3135,
Comet Hill,VIC,-36.6755,144.223,
Woodvale,VIC,-36.65,144.2167,
Leitchville,VIC,-35.9039,144.3022,
Horfield,VIC,-35.8807,144.2251,
Summerfield,VIC,-36.5052,144.3042,
Drummartin,VIC,-36.45,144.4333,
Dingee,VIC,-36.3667,144.2167,
Yallook,VIC,-36.3817,144.1762,
Kamarooka North,VIC,-36.3817,144.1762,
Milloo,VIC,-36.3167,144.3667,
Piavella,VIC,-36.3024,144.3189,
Prairie,VIC,-36.3,144.2333,
Tennyson,VIC,-36.2905,144.3568,
Gladfield,VIC,-36.0506,143.9521,
Bald Rock,VIC,-36.033,144.2215,
Pyramid Hill,VIC,-36.0558,144.1147,
Mincha,VIC,-36.0022,144.0757,
Jungaburra,VIC,-36.0669,144.114,
Terrick Terrick,VIC,-36.0843,144.2808,
Melton,VIC,-37.6834,144.5854,
Toolern Vale,VIC,-37.6,144.6,
Macedon,VIC,-37.4196,144.5624,
Mount Macedon,VIC,-37.4005,144.5841,
Lerderderg,VIC,-37.4082,144.3306,
Blackwood,VIC,-37.4722,144.3034,
Trentham East,VIC,-37.3833,144.3833,
North Blackwood,VIC,-37.4157,144.3667,
Fern Hill,VIC,-37.3667,144.4,
Yandoit,VIC,-37.2,144.1,
Franklinford,VIC,-37.2333,144.1,
Drummond,VIC,-37.2333,144.3333,
Glenlyon,VIC,-37.3,144.25,
Clydesdale,VIC,-37.1745,144.0979,
Denver,VIC,-37.2857,144.2946,
Strangways,VIC,-37.15,144.1167,
Yandoit Hills,VIC,-37.2122,144.0599,
Hidden Valley,VIC,-37.417,145.0127,
Darraweit Guim,VIC,-37.417,145.0127,
Wallan East,VIC,-37.415,145.0048,
Wallan,VIC,-37.4162,144.9786,
Bylands,VIC,-37.35,144.9667,
Kilmore East,VIC,-37.3,144.9833,
Tantaraboo,VIC,-37.4042,145.0221,
Forbes,VIC,-38.45,145.5333,
Willowmavin,VIC,-37.2587,144.87,
Kilmore,VIC,-37.2958,144.9525,
Bulleen,VIC,-37.7667,145.0833,
Bulleen South,VIC,-37.7667,145.0833,
Templestowe,VIC,-37.754,145.1486,
Templestowe Lower,VIC,-37.7667,145.1167,
Doncaster East,VIC,-37.7876,145.1489,
Tunstall Square Po,VIC,-37.7876,145.1489,
The Pines,VIC,-37.7876,145.1489,
Doncaster Heights,VIC,-37.7876,145.1489,
Donvale,VIC,-37.7891,145.1749,
Forest Hill,VIC,-37.8333,145.1833,
Nunawading,VIC,-37.8204,145.1731,
Brentford Square,VIC,-37.8269,145.1782,
Heathwood,VIC,-37.7871,145.2406,
Ringwood,VIC,-37.8167,145.2333,
Tamleugh North,VIC,-36.5,145.55,
Earlston,VIC,-36.55,145.6667,
Tamleugh,VIC,-36.6,145.6333,
Koonda,VIC,-36.5,145.7333,
Upotipotpon,VIC,-36.4833,145.8167,
Gowangardie,VIC,-36.4833,145.7,
Violet Town,VIC,-36.6361,145.7151,
Kilfeera,VIC,-36.633,146.0363,
Lake Mokoan,VIC,-36.633,146.0363,
Winton,VIC,-36.5167,146.0833,
Bonnie Doon,VIC,-37.0167,145.8667,
Mansfield,VIC,-37.052,146.0885,
Dawson,VIC,-37.9742,146.69,
Seaton,VIC,-37.9333,146.6667,
Licola North,VIC,-37.9294,146.737,
Glen Falloch,VIC,-37.9294,146.737,
Howitt Plains,VIC,-37.9294,146.737,
Reynard,VIC,-37.9294,146.737,
Billabong,VIC,-37.9294,146.737,
Seddon West,VIC,-37.803,144.8954,
Seddon,VIC,-37.8061,144.8907,
Footscray,VIC,-37.8,144.9,
Yarraville,VIC,-37.8167,144.9,
Yarraville West,VIC,-37.8167,144.9,
Braybrook North,VIC,-37.7867,144.8548,
Robinson,VIC,-37.7867,144.8548,
Braybrook,VIC,-37.7867,144.8548,
Ascot Vale,VIC,-37.7799,144.9228,
Maribyrnong,VIC,-37.7724,144.8844,
Highpoint City,VIC,-37.7777,144.9142,
Wonga Park,VIC,-37.7333,145.2667,
Vermont South,VIC,-37.8575,145.1827,
Bedford Road,VIC,-37.825,145.25,
Croydon,VIC,-37.8,145.2833,
Bayswater,VIC,-37.85,145.2667,
West Melbourne,VIC,-37.8101,144.95,
St Kilda Road Central,VIC,-37.814,144.9633,
St Kilda Road Melbourne,VIC,-37.814,144.9633,
World Trade Centre,VIC,-37.8165,144.9619,
University Of Melbourne,VIC,-37.8233,144.8733,
Royal Melbourne Hospital,VIC,-37.761,144.9517,
Hotham Hill,VIC,-37.798,144.9451,
Carlton,VIC,-37.8,144.9667,
Carlton South,VIC,-37.8,144.9667,
Domain Road Po,VIC,-37.8383,144.9915,
Chapel Street North,VIC,-37.8383,144.9915,
Garden City,VIC,-37.836,144.9183,
Port Melbourne,VIC,-37.8396,144.9423,
Collins Street East,VIC,-37.8153,144.9756,
World Trade Centre,VIC,-37.8153,144.9756,
Abeckett Street,VIC,-37.8153,144.9756,
Collins Street West,VIC,-37.8153,144.9756,
Flinders Lane,VIC,-37.8153,144.9756,
Little Lonsdale Street,VIC,-37.8149,144.9505,
Fieldstone,VIC,-37.8676,144.5979,
Fraser Rise,VIC,-37.7225,144.6677,
Balliang,VIC,-37.8333,144.3667,
Coimadai,VIC,-37.6167,144.4667,
Darley,VIC,-37.6581,144.4434,
Parwan,VIC,-37.705,144.4699,
Rowsley,VIC,-37.7199,144.3727,
Balliang East,VIC,-37.7833,144.45,
Hopetoun Park,VIC,-37.6928,144.501,
Bacchus Marsh,VIC,-37.6727,144.4383,
Maddingley,VIC,-37.6852,144.4324,
Glenmore,VIC,-37.7127,144.3185,
Nangiloc,VIC,-34.4718,142.3062,
Iraak,VIC,-34.4304,142.354,
Colignan,VIC,-34.5248,142.3656,
Lindsay Point,VIC,-34.102,141.0081,
Cullulleraine,VIC,-34.278,141.5994,
Red Cliffs,VIC,-34.3094,142.1897,
Murray Lock No 9,VIC,-34.2858,141.6231,
Neds Corner,VIC,-34.1425,141.3304,
Sunnycliffs,VIC,-34.2858,141.6231,
Irymple,VIC,-34.2354,142.171,
Mildura West,VIC,-34.1631,142.0026,
Mildura East,VIC,-34.2246,142.1719,
Yelta,VIC,-34.1284,142.0152,
Merbein,VIC,-34.168,142.066,
Cabarita,VIC,-34.2041,142.0866,
Wargan,VIC,-34.1989,141.9549,
Panitya,VIC,-35.2333,141.0,
Carina,VIC,-35.25,141.1,
St Helier,VIC,-38.2941,145.5647,
Nulla Vale,VIC,-37.1742,144.7508,
Goldie,VIC,-37.2657,144.7872,
Lancefield,VIC,-37.2773,144.736,
Benloch,VIC,-37.1972,144.6838,
Lauriston,VIC,-37.25,144.3833,
Lyal,VIC,-36.95,144.4833,
Pipers Creek,VIC,-37.25,144.5333,
Baynton,VIC,-37.1492,144.6337,
Glenhope,VIC,-37.0833,144.6,
Tylden South,VIC,-37.1681,144.5078,
Spring Hill,VIC,-37.3,144.3333,
Pastoria East,VIC,-37.179,144.6459,
Tylden,VIC,-37.3258,144.4062,
Barfold,VIC,-37.0833,144.5167,
Mia Mia,VIC,-37.0,144.5667,
Myrtle Creek,VIC,-37.1681,144.5078,
Greenhill,VIC,-37.1681,144.5078,
Pastoria,VIC,-37.2203,144.5952,
Redesdale,VIC,-37.0167,144.5167,
Baynton East,VIC,-37.1681,144.5078,
Tooborac,VIC,-37.05,144.8333,
Emu Flat,VIC,-37.1167,144.7667,
Glenhope East,VIC,-37.0833,144.8,
Moormbool West,VIC,-36.8,144.9,
Heathcote South,VIC,-36.8558,144.7292,
Heathcote,VIC,-36.9221,144.7084,
Mount Camel,VIC,-36.8344,144.731,
Redcastle,VIC,-36.7833,144.7833,
Argyle,VIC,-36.95,144.7333,
Costerfield,VIC,-36.8667,144.8,
Puckapunyal Milpo,VIC,-36.9949,145.0401,
Puckapunyal,VIC,-36.9949,145.0401,
Mangalore,VIC,-36.9333,145.1833,
Murrindindi,VIC,-37.3667,145.5333,
Limestone,VIC,-37.25,145.5,
Glenburn,VIC,-37.4167,145.4167,
Killingworth,VIC,-37.2739,145.4172,
Flowerdale,VIC,-37.3333,145.3333,
Wandong,VIC,-37.3719,145.0321,
Invergordon South,VIC,-36.2322,145.4768,
Invergordon,VIC,-36.1667,145.5833,
Yalca,VIC,-35.9833,145.3167,
Yielima,VIC,-35.9243,145.1926,
Barmah,VIC,-36.0159,144.9628,
Picola,VIC,-35.9969,145.1193,
Lower Moira,VIC,-36.0855,144.9763,
Ulupna,VIC,-35.838,145.451,
Strathmerton,VIC,-35.9253,145.4787,
Mywee,VIC,-35.8566,145.4976,
Bearii,VIC,-35.8857,145.3453,
Boweya North,VIC,-36.2304,146.1072,
Boweya,VIC,-36.2667,146.1333,
Greta,VIC,-36.5384,146.2948,
Wangaratta Forward,VIC,-36.4106,146.3866,
Oxley,VIC,-36.45,146.3667,
Peechelba,VIC,-36.1947,146.2299,
Killawarra,VIC,-36.25,146.25,
Wabonga,VIC,-36.4106,146.3866,
Peechelba East,VIC,-36.1692,146.2544,
Lake Rowan,VIC,-36.2667,145.9667,
St James,VIC,-36.2667,145.9,
Almonds,VIC,-36.2398,146.0457,
Yundool,VIC,-36.277,145.8205,
Bundalong South,VIC,-36.0955,146.1876,
Esmond,VIC,-36.0622,146.1825,
Bathumi,VIC,-36.0367,146.0793,
Boosey,VIC,-36.05,145.7833,
Bundalong,VIC,-36.0298,146.1581,
Yarrawonga,VIC,-36.0192,145.9997,
Burramine,VIC,-36.0055,145.8725,
Bennettswood,VIC,-37.8498,145.119,
Burwood,VIC,-37.8498,145.119,
Surrey Hills South,VIC,-37.8498,145.119,
Holmesglen,VIC,-37.8877,145.0952,
Jordanville,VIC,-37.8877,145.0952,
Chadstone Centre,VIC,-37.8877,145.0952,
Chadstone,VIC,-37.8877,145.0952,
Syndal,VIC,-37.8742,145.1479,
Pinewood,VIC,-37.8756,145.1387,
Mount Waverley,VIC,-37.8771,145.1294,
Brandon Park,VIC,-37.8891,145.174,
Wheelers Hill,VIC,-37.9,145.1833,
Glen Waverley,VIC,-37.8781,145.1648,
Oakleigh,VIC,-37.8981,145.0884,
Hughesdale,VIC,-37.9,145.0833,
Huntingdale,VIC,-37.9077,145.1085,
Mulgrave,VIC,-37.9284,145.1771,
Waverley Gardens,VIC,-37.9284,145.1771,
Monash University,VIC,-38.0176,145.35,
Flemington,VIC,-37.7882,144.93,
Kensington,VIC,-37.7919,144.9311,
Avondale Heights,VIC,-37.7616,144.8626,
Moonee Ponds,VIC,-37.7667,144.9167,
Essendon West,VIC,-37.7549,144.8834,
Essendon,VIC,-37.7498,144.9109,
Aberfeldie,VIC,-37.7596,144.8974,
Essendon Fields,VIC,-37.7245,144.8989,
Cross Keys,VIC,-37.7267,144.9004,
Essendon North,VIC,-37.7422,144.9055,
Strathmore,VIC,-37.7267,144.9004,
Meredith,VIC,-37.8454,144.0774,
Greendale,VIC,-37.5603,144.2968,
Pentland Hills,VIC,-37.6632,144.4085,
Myrniong,VIC,-37.6167,144.35,
Gordon,VIC,-37.5823,144.1093,
Yarrowee,VIC,-37.6667,143.85,
Scotsmans Lead,VIC,-37.6584,143.8669,
Gisborne,VIC,-37.4886,144.5942,
Gisborne South,VIC,-37.5413,144.605,
Bullengarook,VIC,-37.5167,144.4833,
Rochford,VIC,-37.3167,144.6833,
Newham,VIC,-37.2996,144.6037,
Hanging Rock,VIC,-37.3129,144.5838,
Ashbourne,VIC,-37.3129,144.5838,
Hesket,VIC,-37.35,144.65,
Cobaw,VIC,-37.2667,144.6333,
Woodend,VIC,-37.3547,144.529,
Pascoe Vale South,VIC,-37.7397,144.9461,
Pascoe Vale,VIC,-37.7333,144.9333,
Glenroy,VIC,-37.7,144.9333,
Melbourne University,VIC,-37.7833,144.95,
Parkville,VIC,-37.7833,144.95,
Brunswick South,VIC,-37.7646,144.9438,
Moonee Vale,VIC,-37.7646,144.9438,
Moreland West,VIC,-37.7646,144.9438,
Brunswick Lower,VIC,-37.7667,144.9667,
Brunswick,VIC,-37.7667,144.9667,
Brunswick North,VIC,-37.7667,144.9667,
Sumner,VIC,-37.7725,144.9724,
Lygon Street North,VIC,-37.7725,144.9724,
Northcote South,VIC,-37.7667,145.0,
Tyabb,VIC,-38.25,145.1833,
Hastings,VIC,-38.3,145.1833,
Point Leo,VIC,-38.415,145.0694,
Shoreham,VIC,-38.4263,145.0469,
Merricks,VIC,-38.3833,145.0833,
Bittern,VIC,-38.3333,145.1667,
Crib Point,VIC,-38.35,145.2,
Flinders Naval Depot,VIC,-38.3649,145.2004,
Hmas Cerberus,VIC,-38.3649,145.2004,
Merricks Beach,VIC,-38.3988,145.106,
Balnarring Beach,VIC,-38.3918,145.1204,
Somers,VIC,-38.3813,145.159,
Flinders,VIC,-38.4739,145.0222,
Mount Eliza,VIC,-38.1833,145.0833,
Kunyung,VIC,-38.1833,145.0833,
Mornington,VIC,-38.2179,145.0388,
Mount Martha,VIC,-38.2667,145.0167,
Dromana,VIC,-38.3338,144.9646,
Safety Beach,VIC,-38.3153,145.0003,
Red Hill,VIC,-38.35,145.0167,
Mccrae,VIC,-38.3497,144.9281,
Rosebud Plaza,VIC,-38.4119,144.8854,
Cape Schanck,VIC,-38.4616,144.9014,
Rosebud,VIC,-38.3554,144.9068,
Fingal,VIC,-38.414,144.8499,
Rosebud West,VIC,-38.3644,144.8775,
Capel Sound,VIC,-38.3673,144.8788,
Rye,VIC,-38.3853,144.8122,
Tootgarook,VIC,-38.3777,144.8502,
St Andrews Beach,VIC,-38.4141,144.8244,
Blairgowrie,VIC,-38.3613,144.7795,
Sorrento,VIC,-38.3396,144.7413,
Portsea,VIC,-38.3238,144.7099,
Drummond North,VIC,-37.1886,144.3847,
Malmsbury,VIC,-37.1886,144.3847,
Elphinstone,VIC,-37.1,144.3333,
Moonlight Flat,VIC,-37.0671,144.2168,
Newstead,VIC,-37.106,144.0647,
Green Gully,VIC,-37.0903,144.059,
Sandon,VIC,-37.0903,144.059,
Carisbrook,VIC,-37.0481,143.8167,
Homebush,VIC,-37.05,143.5333,
Rodborough,VIC,-37.1,143.8667,
Alma,VIC,-37.0333,143.6833,
Moonlight Flat,VIC,-37.0613,143.7144,
Daisy Hill,VIC,-37.1167,143.7167,
Craigie,VIC,-37.0613,143.7144,
Natte Yallock,VIC,-36.95,143.5,
Maryborough,VIC,-37.0456,143.7392,
Moolort,VIC,-37.0833,143.9333,
Cotswold,VIC,-37.1333,143.9,
Timor,VIC,-36.9869,143.7418,
Mcintyre,VIC,-36.6893,143.6643,
Moliagul,VIC,-36.75,143.6667,
Goldsborough,VIC,-36.8202,143.6564,
Eddington,VIC,-36.8833,143.85,
Inkerman,VIC,-36.8521,143.7149,
Dunolly,VIC,-36.8601,143.7336,
Kimbolton,VIC,-36.9252,144.5307,
Murphys Creek,VIC,-36.75,143.7667,
Toolleen,VIC,-36.7167,144.7,
Newbridge,VIC,-36.7333,143.9167,
Bendigo Forward,VIC,-36.764,144.2628,
Tarnagulla,VIC,-36.775,143.832,
Epsom,VIC,-36.7167,144.3167,
Myola East,VIC,-36.764,144.2628,
Pilchers Bridge,VIC,-36.764,144.2628,
Arnold,VIC,-36.6833,143.8667,
Myola,VIC,-36.6333,144.65,
Waanyarra,VIC,-36.8,143.8,
Emu Creek,VIC,-36.8333,144.35,
Axedale,VIC,-36.8,144.5167,
Painswick,VIC,-36.764,144.2628,
Ascot,VIC,-36.7,144.3333,
Myrtle Creek,VIC,-36.764,144.2628,
Nirranda,VIC,-38.5,142.7833,
The Cove,VIC,-38.503,142.9128,
Nullawarre,VIC,-38.4667,142.7667,
Nullawarre East,VIC,-38.503,142.9128,
Nirranda South,VIC,-38.5247,142.7915,
Curdie Vale,VIC,-38.5167,142.8333,
Hexham,VIC,-38.0,142.7,
Mailer Flat,VIC,-38.3,142.4667,
Mepunga West,VIC,-38.4194,142.6465,
Allansford,VIC,-38.3864,142.5943,
Mepunga,VIC,-38.45,142.7333,
Warrnambool West,VIC,-38.2691,142.4583,
Warrnambool,VIC,-38.3818,142.488,
Warrnambool East,VIC,-38.2691,142.4583,
Dennington,VIC,-38.3552,142.4336,
Woodford,VIC,-38.3167,142.4667,
Port Fairy,VIC,-38.3853,142.2371,
Orford,VIC,-38.2035,142.1009,
Rosebrook,VIC,-38.3536,142.2545,
Tyrendarra East,VIC,-38.25,141.9,
Narrawong,VIC,-38.25,141.7167,
Tyrendarra,VIC,-38.2167,141.7833,
Yambuk,VIC,-38.3156,142.0651,
St Helens,VIC,-38.2805,141.9882,
Codrington,VIC,-38.2667,141.9667,
Macarthur,VIC,-38.0339,142.0018,
Condah Swamp,VIC,-38.0126,142.0005,
Ripponhurst,VIC,-38.0167,142.1167,
Penshurst,VIC,-37.8753,142.2907,
Nareeb,VIC,-37.8216,142.5328,
Narrapumelap South,VIC,-37.7533,142.6389,
Glenthompson,VIC,-37.6333,142.55,
Condah Swamp,VIC,-37.9849,141.7463,
Lyons,VIC,-38.0167,141.4667,
Dartmoor,VIC,-37.9222,141.2749,
Mumbannar,VIC,-37.9269,141.1875,
Berringa,VIC,-37.7667,143.7,
Mortchup,VIC,-37.6167,143.5,
Ross Creek,VIC,-37.65,143.75,
Hillcrest,VIC,-37.6167,143.6333,
Streatham,VIC,-37.6667,143.0667,
Nerrin Nerrin,VIC,-37.7667,143.0167,
Wallinduc,VIC,-37.8667,143.5167,
Illabarook,VIC,-37.8205,143.652,
Lake Bolac,VIC,-37.7126,142.8396,
Newtown,VIC,-37.7,143.65,
Rokewood Junction,VIC,-37.85,143.6833,
Stavely,VIC,-37.6,142.6167,
Bornes Hill,VIC,-37.5643,142.5197,
Watgania,VIC,-37.4167,142.6167,
Wickliffe,VIC,-37.6833,142.7167,
Mafeking,VIC,-37.403,142.643,
Chatsworth,VIC,-37.858,142.6511,
Strath Creek,VIC,-37.2333,145.2167,
Clonbinane,VIC,-37.2525,145.1456,
Broadford,VIC,-37.2028,145.0484,
Sunday Creek,VIC,-37.2436,145.0502,
Hazeldene,VIC,-37.3413,145.2908,
Northwood,VIC,-36.9667,145.1167,
Seymour South,VIC,-37.0562,145.2566,
Kobyboyn,VIC,-37.05,145.4,
Dysart,VIC,-37.0562,145.2566,
Miepoll,VIC,-36.6167,145.4667,
Creighton,VIC,-36.7833,145.5,
Buxton,VIC,-37.4167,145.7167,
Thornton,VIC,-37.2558,145.7964,
Alexandra,VIC,-37.1913,145.7112,
Crystal Creek,VIC,-37.1924,145.7019,
Molesworth,VIC,-37.1667,145.5333,
Nillahcootie,VIC,-36.9833,146.0333,
Woods Point,VIC,-37.56,146.3423,
Jamieson,VIC,-37.3167,146.1333,
Mount Buller,VIC,-37.146,146.4369,
Matlock,VIC,-37.6,146.2167,
Toolangi,VIC,-37.5333,145.4667,
Healesville Main Street,VIC,-37.6179,145.4973,
Healesville Post Shop,VIC,-37.6179,145.4973,
Castella,VIC,-37.5167,145.4333,
Saint Helena,VIC,-37.7,145.1333,
Plenty,VIC,-37.6667,145.1167,
Watsons Creek,VIC,-37.6833,145.2333,
Kangaroo Ground,VIC,-37.6892,145.2317,
Bend Of Islands,VIC,-37.7008,145.2848,
Warrandyte,VIC,-37.75,145.2333,
North Warrandyte,VIC,-37.7292,145.2157,
Kinglake West,VIC,-37.4667,145.2333,
Kinglake Central,VIC,-37.5,145.3,
Bruces Creek,VIC,-37.4908,145.1975,
Pheasant Creek,VIC,-37.4833,145.2833,
St Andrews,VIC,-37.523,145.1388,
Mount Slide,VIC,-37.5329,145.3396,
Kinglake,VIC,-37.5329,145.3396,
Steels Creek,VIC,-37.5833,145.3833,
Christmas Hills,VIC,-37.65,145.3333,
Yarra Glen,VIC,-37.6579,145.3742,
Dixons Creek,VIC,-37.6,145.4167,
Grampians,VIC,-37.0297,142.4986,
Glenisla,VIC,-37.2333,142.1667,
Woohlpooer,VIC,-37.3333,142.15,
Ben Nevis,VIC,-37.2797,143.0194,
Jallukur,VIC,-37.2797,143.0194,
Ararat East,VIC,-37.5833,143.0333,
Eversley,VIC,-37.2,143.1667,
Rocky Point,VIC,-37.2797,143.0194,
Cathcart,VIC,-37.2797,143.0194,
Shays Flat,VIC,-37.2797,143.0194,
Crowlands,VIC,-37.15,143.1167,
Dunneworthy,VIC,-37.2,143.0667,
Mount Cole,VIC,-37.25,143.2,
Mount Cole Creek,VIC,-37.2333,143.1333,
Bridge Inn,VIC,-37.0167,142.8333,
Stawell West,VIC,-36.9632,142.9381,
Connangorach,VIC,-36.9667,142.0167,
Douglas,VIC,-37.0333,141.7333,
Riverside,VIC,-36.8083,142.0525,
Cherrypool,VIC,-37.1327,142.1634,
Blackheath,VIC,-36.4667,142.25,
